subjno,dayno,beep,group,emo1_m,emo2_m,emo3_m,emo4_m,emo5_m,emo6_m,emo7_m,emo8_m
125,37,2,1,39,15,10,34,33,26,61,29
125,37,3,1,,,,,,,,
125,37,4,1,63,68,5,72,27,39,26,24
125,37,5,1,71,32,22,27,66,27,26,35
125,37,6,1,,,,,,,,
125,38,1,1,62,71,8,84,27,26,8,23
125,38,2,1,65,69,22,73,32,30,21,36
125,38,3,1,64,64,80,79,28,25,21,28
125,38,4,1,73,71,0,70,72,31,19,25
125,38,5,1,75,31,63,67,3,11,4,33
125,38,6,1,66,78,28,34,35,35,37,35
125,39,1,1,,,,,,,,
125,39,2,1,73,63,25,18,32,68,28,33
125,39,3,1,81,62,29,34,36,99,27,51
125,39,4,1,70,26,32,80,28,29,30,26
125,39,5,1,72,70,26,27,27,33,35,22
125,39,6,1,25,18,74,28,65,22,70,63
125,40,1,1,73,72,29,80,67,25,25,26
125,40,2,1,66,71,26,83,19,17,26,72
125,40,3,1,72,64,69,83,24,32,29,40
125,40,4,1,68,68,75,89,25,28,20,21
125,40,5,1,95,73,93,95,3,7,8,10
125,40,6,1,69,68,69,76,4,68,14,18
126,1,1,2,86,85,85,80,6,0,0,0
126,1,2,2,,,,,,,,
126,1,3,2,,,,,,,,
126,1,4,2,93,79,70,82,0,0,2,0
126,1,5,2,100,81,81,93,0,2,0,0
126,1,6,2,99,90,85,87,9,5,1,2
126,2,1,2,75,76,74,85,0,0,6,0
126,2,2,2,88,84,77,83,14,6,1,0
126,2,3,2,89,86,18,97,9,3,0,8
126,2,4,2,100,100,99,79,1,6,0,1
126,2,5,2,,,,,,,,
126,2,6,2,84,93,27,28,72,3,0,80
126,3,1,2,75,80,33,76,0,0,19,2
126,3,2,2,,,,,,,,
126,3,3,2,,,,,,,,
126,3,4,2,,,,,,,,
126,3,5,2,100,80,78,84,7,0,19,8
126,3,6,2,,,,,,,,
126,4,1,2,,,,,,,,
126,4,2,2,,,,,,,,
126,4,3,2,,,,,,,,
126,4,4,2,83,80,97,76,0,0,0,2
126,4,5,2,83,91,100,82,2,0,6,0
126,4,6,2,,,,,,,,
126,5,1,2,,,,,,,,
126,5,2,2,77,69,98,79,3,0,0,4
126,5,3,2,100,100,96,94,0,0,10,0
126,5,4,2,96,24,92,100,2,7,3,9
126,5,5,2,80,72,99,89,1,0,0,5
126,5,6,2,84,73,100,80,31,0,6,0
126,6,1,2,81,69,78,81,2,12,2,5
126,6,2,2,77,78,61,54,0,0,0,0
126,6,3,2,,,,,,,,
126,6,4,2,82,71,25,77,2,2,15,0
126,6,5,2,81,57,58,64,0,3,2,0
126,6,6,2,84,85,79,98,0,4,4,3
126,7,1,2,,,,,,,,
126,7,2,2,76,70,59,72,0,13,10,0
126,7,3,2,79,72,66,69,3,0,1,0
126,7,4,2,83,72,81,76,0,1,0,3
126,7,5,2,91,76,95,87,0,0,0,1
126,7,6,2,,,,,,,,
126,8,1,2,,,,,,,,
126,8,2,2,79,79,98,95,3,0,1,3
126,8,3,2,72,67,95,87,2,0,3,5
126,8,4,2,,,,,,,,
126,8,5,2,88,78,85,82,29,0,0,0
126,8,6,2,83,69,100,1,28,2,0,3
126,9,1,2,,,,,,,,
126,9,2,2,,,,,,,,
126,9,3,2,,,,,,,,
126,9,4,2,,,,,,,,
126,9,5,2,,,,,,,,
126,9,6,2,,,,,,,,
126,10,1,2,80,82,87,81,3,0,6,6
126,10,2,2,,,,,,,,
126,10,3,2,64,51,24,66,0,0,59,0
126,10,4,2,,,,,,,,
126,10,5,2,,,,,,,,
126,10,6,2,,,,,,,,
126,11,1,2,,,,,,,,
126,11,2,2,,,,,,,,
126,11,3,2,,,,,,,,
126,11,4,2,,,,,,,,
126,11,5,2,,,,,,,,
126,11,6,2,73,73,73,73,0,0,24,0
126,12,1,2,,,,,,,,
126,12,2,2,,,,,,,,
126,12,3,2,74,71,65,61,21,0,13,0
126,12,4,2,75,73,73,70,0,6,2,1
126,12,5,2,84,75,79,63,0,4,0,0
126,12,6,2,77,73,77,72,6,0,28,2
126,13,1,2,,,,,,,,
126,13,2,2,,,,,,,,
126,13,3,2,,,,,,,,
126,13,4,2,,,,,,,,
126,13,5,2,,,,,,,,
126,13,6,2,,,,,,,,
126,14,1,2,70,41,74,60,28,0,0,0
126,14,2,2,77,56,71,75,0,0,3,0
126,14,3,2,75,62,65,67,0,0,0,0
126,14,4,2,,,,,,,,
126,14,5,2,79,63,27,70,2,5,18,2
126,14,6,2,78,69,100,0,27,1,0,5
126,15,1,2,,,,,,,,
126,15,2,2,,,,,,,,
126,15,3,2,,,,,,,,
126,15,4,2,,,,,,,,
126,15,5,2,56,0,37,72,45,0,3,1
126,15,6,2,81,7,29,72,12,0,0,0
126,16,1,2,26,0,14,21,83,0,0,11
126,16,2,2,73,24,34,70,0,0,42,0
126,16,3,2,63,28,40,68,13,4,55,2
126,16,4,2,,,,,,,,
126,16,5,2,,,,,,,,
126,16,6,2,,,,,,,,
126,17,1,2,90,79,66,70,1,0,9,0
126,17,2,2,,,,,,,,
126,17,3,2,71,71,64,78,0,5,20,0
126,17,4,2,,,,,,,,
126,17,5,2,81,83,76,73,0,3,27,0
126,17,6,2,,,,,,,,
126,18,1,2,72,67,66,75,5,1,20,0
126,18,2,2,76,72,70,59,0,4,29,0
126,18,3,2,,,,,,,,
126,18,4,2,,,,,,,,
126,18,5,2,,,,,,,,
126,18,6,2,,,,,,,,
126,19,1,2,,,,,,,,
126,19,2,2,,,,,,,,
126,19,3,2,77,70,78,71,0,4,14,0
126,19,4,2,73,72,77,78,10,0,24,1
126,19,5,2,80,70,71,75,0,17,18,1
126,19,6,2,86,81,80,75,0,0,0,0
126,20,1,2,,,,,,,,
126,20,2,2,74,75,33,84,0,1,14,7
126,20,3,2,,,,,,,,
126,20,4,2,,,,,,,,
126,20,5,2,,,,,,,,
126,20,6,2,79,63,96,81,0,0,44,0
126,21,1,2,,,,,,,,
126,21,2,2,,,,,,,,
126,21,3,2,,,,,,,,
126,21,4,2,,,,,,,,
126,21,5,2,,,,,,,,
126,21,6,2,,,,,,,,
126,22,1,2,,,,,,,,
126,22,2,2,,,,,,,,
126,22,3,2,,,,,,,,
126,22,4,2,,,,,,,,
126,22,5,2,,,,,,,,
126,22,6,2,,,,,,,,
126,23,1,2,,,,,,,,
126,23,2,2,,,,,,,,
126,23,3,2,,,,,,,,
126,23,4,2,,,,,,,,
126,23,5,2,,,,,,,,
126,23,6,2,,,,,,,,
126,24,1,2,73,12,31,80,1,0,27,1
126,24,2,2,41,37,87,68,1,5,7,0
126,24,3,2,89,33,72,70,0,3,0,0
126,24,4,2,71,64,37,52,5,0,1,2
126,24,5,2,,,,,,,,
126,24,6,2,,,,,,,,
126,25,1,2,,,,,,,,
126,25,2,2,,,,,,,,
126,25,3,2,77,73,82,85,1,4,24,3
126,25,4,2,77,75,97,72,0,6,17,0
126,25,5,2,,,,,,,,
126,25,6,2,,,,,,,,
126,26,1,2,,,,,,,,
126,26,2,2,,,,,,,,
126,26,3,2,,,,,,,,
126,26,4,2,82,74,100,67,1,7,14,0
126,26,5,2,100,74,71,35,3,0,0,1
126,26,6,2,80,64,70,74,0,0,13,0
126,27,1,2,,,,,,,,
126,27,2,2,79,74,59,71,0,0,12,0
126,27,3,2,84,68,83,64,0,0,0,0
126,27,4,2,83,77,48,83,0,0,8,0
126,27,5,2,,,,,,,,
126,27,6,2,,,,,,,,
126,28,1,2,79,78,43,83,0,0,17,0
126,28,2,2,76,76,80,77,0,0,0,0
126,28,3,2,84,82,87,81,0,0,0,0
126,28,4,2,81,40,29,64,0,0,17,0
126,28,5,2,,,,,,,,
126,28,6,2,87,75,84,82,0,0,0,0
126,29,1,2,,,,,,,,
126,29,2,2,,,,,,,,
126,29,3,2,73,72,74,76,19,6,0,1
126,29,4,2,87,67,76,65,0,0,0,0
126,29,5,2,76,78,100,91,0,0,0,0
126,29,6,2,81,72,100,82,0,2,0,0
126,30,1,2,86,83,87,74,0,1,0,0
126,30,2,2,,,,,,,,
126,30,3,2,79,80,91,100,0,1,0,0
126,30,4,2,84,71,100,88,0,0,31,0
126,30,5,2,,,,,,,,
126,30,6,2,,,,,,,,
126,31,1,2,,,,,,,,
126,31,2,2,,,,,,,,
126,31,3,2,,,,,,,,
126,31,4,2,83,86,81,81,0,0,0,0
126,31,5,2,93,87,100,74,0,0,0,0
126,31,6,2,86,74,100,100,0,1,0,0
126,32,1,2,,,,,,,,
126,32,2,2,79,45,99,100,0,0,0,0
126,32,3,2,80,70,100,79,10,0,0,0
126,32,4,2,84,69,97,81,0,0,0,0
126,32,5,2,87,80,87,94,0,0,0,0
126,32,6,2,86,16,100,100,0,3,0,0
126,33,1,2,,,,,,,,
126,33,2,2,,,,,,,,
126,33,3,2,88,79,100,80,0,0,0,0
126,33,4,2,86,78,99,85,0,0,0,0
126,33,5,2,84,63,91,83,0,1,0,0
126,33,6,2,80,62,100,100,1,0,0,0
126,34,1,2,68,19,73,37,0,0,0,0
126,34,2,2,,,,,,,,
126,34,3,2,77,69,100,100,0,0,21,0
126,34,4,2,100,81,100,79,0,0,17,0
126,34,5,2,90,78,100,100,1,0,19,0
126,34,6,2,94,46,100,100,0,0,0,0
126,35,1,2,,,,,,,,
126,35,2,2,85,19,26,74,0,0,0,0
126,35,3,2,82,94,70,52,0,7,9,1
126,35,4,2,,,,,,,,
126,35,5,2,,,,,,,,
126,35,6,2,,,,,,,,
126,36,1,2,,,,,,,,
126,36,2,2,,,,,,,,
126,36,3,2,,,,,,,,
126,36,4,2,,,,,,,,
126,36,5,2,,,,,,,,
126,36,6,2,,,,,,,,
126,37,1,2,66,16,100,71,0,0,0,0
126,37,2,2,78,72,100,100,0,0,0,0
126,37,3,2,,,,,,,,
126,37,4,2,,,,,,,,
126,37,5,2,,,,,,,,
126,37,6,2,83,67,100,100,0,3,0,0
126,38,1,2,,,,,,,,
126,38,2,2,,,,,,,,
126,38,3,2,,,,,,,,
126,38,4,2,,,,,,,,
126,38,5,2,,,,,,,,
126,38,6,2,,,,,,,,
126,39,1,2,,,,,,,,
126,39,2,2,81,23,100,100,3,0,0,0
126,39,3,2,,,,,,,,
126,39,4,2,,,,,,,,
126,39,5,2,,,,,,,,
126,39,6,2,,,,,,,,
126,40,1,2,90,17,100,78,19,2,16,0
126,40,2,2,78,16,75,33,0,0,0,0
126,40,3,2,81,11,71,34,0,0,0,0
126,40,4,2,87,10,100,96,0,0,0,0
126,40,5,2,83,36,100,72,0,0,0,0
126,40,6,2,89,19,100,96,0,2,11,0
127,1,1,2,38,33,38,30,75,0,67,11
127,1,2,2,32,30,40,40,66,0,61,0
127,1,3,2,,,,,,,,
127,1,4,2,62,49,62,59,1,0,53,0
127,1,5,2,34,24,57,36,58,0,73,18
127,1,6,2,61,57,74,63,0,0,41,0
127,2,1,2,37,60,44,57,0,2,62,0
127,2,2,2,76,61,100,88,1,0,21,0
127,2,3,2,,,,,,,,
127,2,4,2,68,36,70,72,19,0,55,0
127,2,5,2,28,10,32,35,57,0,75,5
127,2,6,2,62,43,81,58,0,0,72,0
127,3,1,2,17,14,18,16,80,98,89,2
127,3,2,2,80,67,100,81,6,5,56,5
127,3,3,2,22,16,27,23,14,2,66,4
127,3,4,2,,,,,,,,
127,3,5,2,62,39,61,66,53,0,74,0
127,3,6,2,23,14,15,32,66,62,85,62
127,4,1,2,77,57,92,87,0,0,11,4
127,4,2,2,71,43,91,80,1,4,53,0
127,4,3,2,66,53,81,100,1,0,41,1
127,4,4,2,,,,,,,,
127,4,5,2,87,74,100,87,2,0,7,0
127,4,6,2,73,81,100,86,0,0,8,0
127,5,1,2,53,31,92,86,56,0,78,18
127,5,2,2,,,,,,,,
127,5,3,2,88,67,100,80,6,0,16,0
127,5,4,2,14,11,26,14,70,0,100,78
127,5,5,2,36,30,76,60,6,12,65,10
127,5,6,2,62,27,100,84,0,17,78,0
127,6,1,2,29,25,78,81,0,0,63,0
127,6,2,2,77,63,99,80,3,0,68,0
127,6,3,2,53,57,81,80,1,0,27,0
127,6,4,2,36,40,63,69,54,11,85,14
127,6,5,2,84,42,93,81,7,6,74,6
127,6,6,2,89,55,86,86,4,0,75,1
127,7,1,2,100,70,100,100,1,0,12,2
127,7,2,2,63,55,58,71,0,1,84,0
127,7,3,2,43,27,58,63,20,0,68,0
127,7,4,2,81,66,92,91,0,0,73,0
127,7,5,2,55,89,87,83,5,4,85,0
127,7,6,2,57,59,80,86,0,0,87,0
127,8,1,2,80,67,84,91,0,0,55,0
127,8,2,2,60,74,76,64,60,2,56,2
127,8,3,2,59,54,80,82,21,8,68,1
127,8,4,2,85,56,97,100,0,60,60,0
127,8,5,2,67,39,73,87,0,3,76,0
127,8,6,2,66,84,98,83,0,2,28,4
127,9,1,2,93,73,81,93,0,5,17,0
127,9,2,2,100,70,94,89,2,8,21,3
127,9,3,2,100,68,74,87,0,2,20,4
127,9,4,2,89,77,80,85,0,0,12,4
127,9,5,2,82,87,100,88,9,9,10,0
127,9,6,2,73,71,89,86,2,5,64,0
127,10,1,2,57,55,63,67,27,10,96,13
127,10,2,2,93,22,97,96,0,3,13,0
127,10,3,2,77,23,85,78,0,1,59,4
127,10,4,2,98,70,78,93,4,0,57,6
127,10,5,2,85,27,83,86,0,16,56,0
127,10,6,2,62,29,67,81,13,6,73,6
127,11,1,2,63,30,95,82,2,4,29,40
127,11,2,2,87,76,92,93,0,2,45,2
127,11,3,2,88,55,98,100,0,1,62,10
127,11,4,2,43,26,46,45,18,19,79,0
127,11,5,2,59,32,83,87,1,5,74,8
127,11,6,2,29,11,29,34,47,8,65,15
127,12,1,2,31,25,73,90,30,3,22,9
127,12,2,2,81,64,75,52,12,11,11,10
127,12,3,2,73,25,89,92,0,2,8,3
127,12,4,2,96,48,80,100,0,0,53,1
127,12,5,2,,,,,,,,
127,12,6,2,71,56,83,91,0,5,30,0
127,13,1,2,,,,,,,,
127,13,2,2,,,,,,,,
127,13,3,2,,,,,,,,
127,13,4,2,73,59,88,78,0,0,21,0
127,13,5,2,81,45,75,100,0,1,73,0
127,13,6,2,83,37,89,84,1,11,72,0
127,14,1,2,77,37,74,76,0,2,32,0
127,14,2,2,34,33,83,80,0,0,76,0
127,14,3,2,27,17,76,78,0,0,75,0
127,14,4,2,79,27,80,87,0,4,68,28
127,14,5,2,,,,,,,,
127,14,6,2,36,22,85,35,13,16,83,25
127,15,1,2,35,32,77,88,21,3,79,1
127,15,2,2,39,25,88,44,36,0,75,0
127,15,3,2,39,38,65,84,0,0,100,0
127,15,4,2,13,15,34,23,72,62,78,70
127,15,5,2,33,38,93,89,11,29,76,25
127,15,6,2,45,42,37,44,5,23,60,2
127,16,1,2,30,16,70,80,6,22,61,0
127,16,2,2,28,14,41,41,0,0,82,0
127,16,3,2,74,46,100,84,2,21,79,4
127,16,4,2,39,29,90,55,1,2,80,0
127,16,5,2,40,31,71,58,3,0,95,0
127,16,6,2,62,54,87,87,0,0,100,2
127,17,1,2,44,41,100,100,2,1,27,0
127,17,2,2,41,29,94,100,1,0,65,0
127,17,3,2,43,43,88,96,0,2,82,0
127,17,4,2,86,62,100,94,4,0,89,0
127,17,5,2,65,64,100,100,3,0,91,0
127,17,6,2,34,19,100,100,0,0,71,0
127,18,1,2,93,72,100,100,0,0,55,0
127,18,2,2,93,66,100,100,0,0,62,0
127,18,3,2,61,54,100,98,0,5,25,0
127,18,4,2,73,69,100,99,0,2,97,0
127,18,5,2,95,67,98,100,0,0,84,1
127,18,6,2,84,75,9,85,11,0,76,0
127,19,1,2,100,64,100,100,0,0,51,0
127,19,2,2,,,,,,,,
127,19,3,2,100,100,100,100,5,0,0,4
127,19,4,2,100,91,99,100,3,7,83,0
127,19,5,2,100,100,100,96,2,0,35,0
127,19,6,2,96,87,95,100,0,0,69,0
127,20,1,2,,,,,,,,
127,20,2,2,,,,,,,,
127,20,3,2,78,67,92,100,5,3,59,3
127,20,4,2,61,94,90,100,0,0,56,0
127,20,5,2,,,,,,,,
127,20,6,2,40,40,74,93,5,0,93,0
127,21,1,2,60,35,66,100,0,61,99,4
127,21,2,2,,,,,,,,
127,21,3,2,,,,,,,,
127,21,4,2,84,20,100,100,0,7,66,0
127,21,5,2,,,,,,,,
127,21,6,2,,,,,,,,
127,22,1,2,,,,,,,,
127,22,2,2,,,,,,,,
127,22,3,2,86,34,51,90,3,0,83,8
127,22,4,2,,,,,,,,
127,22,5,2,76,27,84,85,3,15,24,7
127,22,6,2,66,20,89,91,0,1,70,0
127,23,1,2,,,,,,,,
127,23,2,2,,,,,,,,
127,23,3,2,,,,,,,,
127,23,4,2,,,,,,,,
127,23,5,2,83,62,92,100,19,4,56,7
127,23,6,2,86,72,100,100,0,0,76,0
127,24,1,2,56,44,65,62,0,0,61,2
127,24,2,2,99,71,96,100,0,0,67,0
127,24,3,2,28,12,60,100,0,5,100,0
127,24,4,2,,,,,,,,
127,24,5,2,100,29,99,100,0,0,87,4
127,24,6,2,83,28,100,100,0,2,100,0
127,25,1,2,35,13,62,68,33,0,70,0
127,25,2,2,73,89,100,100,1,0,22,0
127,25,3,2,33,21,83,94,6,0,86,1
127,25,4,2,44,32,23,21,0,4,100,30
127,25,5,2,40,29,24,77,0,1,73,0
127,25,6,2,64,68,63,75,0,1,95,0
127,26,1,2,94,75,97,98,0,0,86,0
127,26,2,2,87,73,97,100,0,0,100,0
127,26,3,2,100,79,40,77,0,0,57,0
127,26,4,2,70,84,100,100,0,0,19,0
127,26,5,2,58,24,100,100,0,0,99,0
127,26,6,2,87,74,89,100,2,1,87,2
127,27,1,2,60,34,100,100,0,0,0,0
127,27,2,2,,,,,,,,
127,27,3,2,,,,,,,,
127,27,4,2,74,37,88,100,0,0,54,0
127,27,5,2,73,68,99,100,0,0,54,0
127,27,6,2,32,26,91,90,0,0,67,0
127,28,1,2,31,21,39,19,0,64,89,64
127,28,2,2,65,29,87,77,0,0,74,0
127,28,3,2,72,41,100,100,0,0,28,0
127,28,4,2,89,74,100,100,0,0,58,0
127,28,5,2,100,35,100,100,0,2,63,0
127,28,6,2,,,,,,,,
127,29,1,2,79,64,100,100,0,0,98,0
127,29,2,2,92,91,96,100,0,0,63,0
127,29,3,2,97,57,100,100,0,0,27,0
127,29,4,2,36,21,56,63,85,0,17,0
127,29,5,2,66,15,55,100,36,0,100,0
127,29,6,2,69,70,88,100,0,0,80,3
127,30,1,2,36,21,28,34,36,0,100,0
127,30,2,2,63,37,55,10,61,0,82,0
127,30,3,2,36,24,60,56,0,0,65,0
127,30,4,2,63,62,69,74,0,3,78,0
127,30,5,2,100,31,100,100,2,0,62,0
127,30,6,2,61,40,66,71,0,0,64,0
127,31,1,2,64,51,73,100,0,0,100,0
127,31,2,2,97,69,34,100,0,0,66,0
127,31,3,2,100,100,100,100,0,0,72,0
127,31,4,2,79,71,100,100,70,0,99,0
127,31,5,2,66,78,100,100,0,0,100,0
127,31,6,2,85,63,100,100,0,1,62,0
127,32,1,2,,,,,,,,
127,32,2,2,,,,,,,,
127,32,3,2,27,0,55,69,3,61,100,2
127,32,4,2,2,2,3,26,18,0,95,31
127,32,5,2,13,10,82,2,86,0,81,74
127,32,6,2,41,16,71,74,83,1,83,15
127,33,1,2,5,1,19,21,61,76,96,73
127,33,2,2,3,0,4,3,1,66,23,95
127,33,3,2,,,,,,,,
127,33,4,2,0,0,23,1,100,0,98,100
127,33,5,2,,,,,,,,
127,33,6,2,3,0,0,0,96,0,96,98
127,34,1,2,72,22,99,98,1,0,98,45
127,34,2,2,23,20,97,100,31,6,97,100
127,34,3,2,28,17,23,80,67,23,75,64
127,34,4,2,28,9,71,69,28,31,86,71
127,34,5,2,68,19,84,82,73,2,79,69
127,34,6,2,40,22,54,62,65,32,65,66
127,35,1,2,72,30,81,66,25,2,61,66
127,35,2,2,70,29,96,77,21,1,63,28
127,35,3,2,29,10,98,74,25,0,82,68
127,35,4,2,73,33,84,100,37,2,92,81
127,35,5,2,68,29,100,87,34,1,100,71
127,35,6,2,35,12,77,76,28,0,74,77
127,36,1,2,69,27,100,77,23,0,83,35
127,36,2,2,22,8,31,27,80,2,80,86
127,36,3,2,76,20,100,100,32,0,73,70
127,36,4,2,65,27,91,98,14,0,80,31
127,36,5,2,99,64,97,100,27,4,73,20
127,36,6,2,74,77,73,96,28,0,93,30
127,37,1,2,84,68,100,100,1,0,94,0
127,37,2,2,69,33,97,94,1,1,92,1
127,37,3,2,80,28,100,100,1,0,78,71
127,37,4,2,76,28,100,100,1,3,80,0
127,37,5,2,76,30,96,100,18,1,100,70
127,37,6,2,71,29,69,95,2,0,83,0
127,38,1,2,71,73,96,100,8,0,32,30
127,38,2,2,28,17,25,75,27,1,65,3
127,38,3,2,,,,,,,,
127,38,4,2,13,0,25,24,100,0,100,64
127,38,5,2,12,15,31,72,75,0,100,75
127,38,6,2,24,25,85,97,79,3,94,88
127,39,1,2,,,,,,,,
127,39,2,2,83,26,99,100,1,2,100,74
127,39,3,2,,,,,,,,
127,39,4,2,86,78,100,100,0,1,99,0
127,39,5,2,81,73,100,100,0,3,27,0
127,39,6,2,77,75,93,79,71,5,71,67
127,40,1,2,99,70,100,100,1,0,28,2
127,40,2,2,,,,,,,,
127,40,3,2,100,3,100,100,1,95,100,3
127,40,4,2,79,71,99,100,0,0,4,3
127,40,5,2,33,16,99,100,65,0,85,2
127,40,6,2,27,0,99,81,78,50,79,5
128,1,1,2,75,40,52,38,27,18,32,17
128,1,2,2,65,57,37,62,12,33,28,9
128,1,3,2,56,40,56,59,8,8,13,11
128,1,4,2,,,,,,,,
128,1,5,2,59,51,38,57,4,4,17,1
128,1,6,2,,,,,,,,
128,2,1,2,,,,,,,,
128,2,2,2,,,,,,,,
128,2,3,2,71,55,56,61,5,4,10,4
128,2,4,2,61,37,15,59,29,9,29,0
128,2,5,2,40,15,30,56,12,4,48,2
128,2,6,2,29,25,64,29,59,4,70,56
128,3,1,2,70,34,36,60,10,6,56,37
128,3,2,2,60,25,54,34,14,0,13,6
128,3,3,2,56,36,21,30,44,100,10,0
128,3,4,2,56,12,40,57,26,0,43,0
128,3,5,2,56,30,60,61,24,0,57,0
128,3,6,2,70,15,69,57,81,19,27,15
128,4,1,2,42,35,21,65,33,10,19,2
128,4,2,2,33,23,41,60,35,31,20,4
128,4,3,2,61,44,68,85,16,7,5,0
128,4,4,2,56,25,42,75,35,24,6,0
128,4,5,2,37,40,17,68,0,61,3,0
128,4,6,2,72,22,70,46,3,12,0,0
128,5,1,2,59,31,63,60,1,8,0,0
128,5,2,2,54,60,30,57,0,0,3,5
128,5,3,2,,,,,,,,
128,5,4,2,43,40,71,66,4,5,4,0
128,5,5,2,60,58,63,79,4,6,9,1
128,5,6,2,68,32,82,84,1,10,25,0
128,6,1,2,68,41,78,71,5,7,3,3
128,6,2,2,,,,,,,,
128,6,3,2,,,,,,,,
128,6,4,2,,,,,,,,
128,6,5,2,73,33,47,66,5,5,10,0
128,6,6,2,71,24,80,72,16,0,2,0
128,7,1,2,,,,,,,,
128,7,2,2,,,,,,,,
128,7,3,2,69,61,37,74,1,5,0,0
128,7,4,2,58,27,69,64,2,1,17,5
128,7,5,2,,,,,,,,
128,7,6,2,66,9,85,72,9,9,0,0
128,8,1,2,,,,,,,,
128,8,2,2,,,,,,,,
128,8,3,2,16,0,8,37,60,34,16,16
128,8,4,2,70,60,69,6,4,2,6,0
128,8,5,2,1,0,64,36,8,0,5,2
128,8,6,2,60,22,82,17,2,100,31,2
128,9,1,2,63,15,60,57,0,0,1,0
128,9,2,2,59,27,75,55,2,8,8,7
128,9,3,2,40,10,69,67,1,4,6,0
128,9,4,2,58,28,64,63,0,7,4,0
128,9,5,2,37,0,12,36,54,6,0,3
128,9,6,2,,,,,,,,
128,10,1,2,73,41,30,62,0,5,4,0
128,10,2,2,31,7,33,55,16,0,0,0
128,10,3,2,,,,,,,,
128,10,4,2,,,,,,,,
128,10,5,2,60,36,39,68,0,4,12,0
128,10,6,2,41,16,69,59,0,25,10,7
128,11,1,2,,,,,,,,
128,11,2,2,,,,,,,,
128,11,3,2,63,19,70,72,0,2,0,0
128,11,4,2,,,,,,,,
128,11,5,2,,,,,,,,
128,11,6,2,59,38,89,39,4,0,9,0
128,12,1,2,46,19,58,39,0,2,0,0
128,12,2,2,61,25,56,41,2,0,9,0
128,12,3,2,61,27,62,25,0,0,2,0
128,12,4,2,56,13,74,27,1,0,4,0
128,12,5,2,,,,,,,,
128,12,6,2,48,0,37,19,0,1,0,0
128,13,1,2,61,61,69,65,5,0,1,0
128,13,2,2,,,,,,,,
128,13,3,2,,,,,,,,
128,13,4,2,,,,,,,,
128,13,5,2,,,,,,,,
128,13,6,2,74,42,72,63,1,0,28,0
128,14,1,2,51,4,40,41,0,0,0,0
128,14,2,2,55,21,41,61,0,2,2,4
128,14,3,2,59,25,58,58,3,0,0,0
128,14,4,2,,,,,,,,
128,14,5,2,,,,,,,,
128,14,6,2,58,41,61,34,0,0,1,10
128,15,1,2,59,15,59,60,0,4,5,0
128,15,2,2,62,42,55,35,0,0,7,0
128,15,3,2,41,59,32,39,0,0,0,0
128,15,4,2,51,70,58,58,3,6,0,0
128,15,5,2,58,32,41,59,41,0,33,5
128,15,6,2,,,,,,,,
128,16,1,2,39,13,66,54,0,3,20,1
128,16,2,2,,,,,,,,
128,16,3,2,42,12,38,38,70,0,62,0
128,16,4,2,,,,,,,,
128,16,5,2,40,14,59,59,37,0,80,0
128,16,6,2,57,25,57,69,3,0,19,0
128,17,1,2,44,19,32,48,19,3,27,0
128,17,2,2,59,60,69,75,1,0,5,0
128,17,3,2,62,33,75,54,0,4,1,0
128,17,4,2,,,,,,,,
128,17,5,2,59,22,30,70,0,36,0,0
128,17,6,2,42,14,91,67,0,0,0,0
128,18,1,2,,,,,,,,
128,18,2,2,,,,,,,,
128,18,3,2,61,43,70,63,0,2,24,2
128,18,4,2,60,55,61,63,0,1,11,7
128,18,5,2,58,61,23,59,0,0,0,0
128,18,6,2,61,0,37,65,0,0,0,0
128,19,1,2,52,8,63,42,10,1,13,0
128,19,2,2,,,,,,,,
128,19,3,2,5,20,45,49,43,0,9,0
128,19,4,2,,,,,,,,
128,19,5,2,52,35,71,26,3,2,11,0
128,19,6,2,,,,,,,,
128,20,1,2,,,,,,,,
128,20,2,2,37,3,73,26,0,0,3,0
128,20,3,2,38,20,60,34,0,15,56,0
128,20,4,2,57,50,25,56,3,2,0,0
128,20,5,2,43,56,50,74,0,0,0,0
128,20,6,2,62,52,68,65,18,0,5,1
128,21,1,2,60,57,58,58,1,3,0,1
128,21,2,2,60,39,62,75,0,1,10,0
128,21,3,2,,,,,,,,
128,21,4,2,57,30,44,39,0,0,33,0
128,21,5,2,37,45,35,1,0,19,57,2
128,21,6,2,57,31,67,45,0,4,8,0
128,22,1,2,,,,,,,,
128,22,2,2,,,,,,,,
128,22,3,2,46,47,68,24,3,2,4,1
128,22,4,2,58,24,68,53,0,0,6,0
128,22,5,2,,,,,,,,
128,22,6,2,,,,,,,,
128,23,1,2,59,22,47,37,0,0,12,0
128,23,2,2,36,23,41,62,0,1,3,0
128,23,3,2,45,3,64,8,4,4,18,5
128,23,4,2,58,42,47,47,42,2,4,0
128,23,5,2,63,40,66,39,3,5,5,6
128,23,6,2,,,,,,,,
128,24,1,2,58,21,22,31,2,0,7,0
128,24,2,2,46,23,61,27,0,4,6,0
128,24,3,2,50,33,42,37,7,0,0,0
128,24,4,2,,,,,,,,
128,24,5,2,46,60,68,40,0,33,29,0
128,24,6,2,53,57,65,39,0,22,1,0
128,25,1,2,61,45,71,30,0,26,14,0
128,25,2,2,54,67,63,40,3,11,2,3
128,25,3,2,51,45,45,47,5,43,25,4
128,25,4,2,47,57,46,57,98,15,19,3
